SrcEntity	TgtEntity	Relation	Score
http://snomed.info/id/22015001	http://purl.org/sig/ont/fma/fma0323743	=	1.0000
http://snomed.info/id/314228003	http://purl.org/sig/ont/fma/fma54816	=	1.0000
http://snomed.info/id/56069004	http://purl.org/sig/ont/fma/fma69234	=	1.0000
http://snomed.info/id/115603005	http://purl.org/sig/ont/fma/fma0325945	=	1.0000
http://snomed.info/id/280191009	http://purl.org/sig/ont/fma/fma53419	=	1.0000
http://snomed.info/id/90961003	http://purl.org/sig/ont/fma/fma83542	=	1.0000
http://snomed.info/id/711215000	http://purl.org/sig/ont/fma/fma34354	=	1.0000
http://snomed.info/id/67170007	http://purl.org/sig/ont/fma/fma14163	=	1.0000
http://snomed.info/id/14971004	http://purl.org/sig/ont/fma/fma82756	=	1.0000
http://snomed.info/id/360648007	http://purl.org/sig/ont/fma/fma14295	=	1.0000
http://snomed.info/id/277150000	http://purl.org/sig/ont/fma/fma0327204	=	1.0000
http://snomed.info/id/110499006	http://purl.org/sig/ont/fma/fma322605	=	1.0000
http://snomed.info/id/304936005	http://purl.org/sig/ont/fma/fma0326798	=	1.0000
http://snomed.info/id/280680003	http://purl.org/sig/ont/fma/fma0327435	=	1.0000
http://snomed.info/id/245066008	http://purl.org/sig/ont/fma/fma48085	=	1.0000
http://snomed.info/id/360981005	http://purl.org/sig/ont/fma/fma14496	=	1.0000
http://snomed.info/id/4212006	http://purl.org/sig/ont/fma/fma66768	=	1.0000
http://snomed.info/id/47046000	http://purl.org/sig/ont/fma/fma17233	=	1.0000
http://snomed.info/id/279240004	http://purl.org/sig/ont/fma/fma0327265	=	1.0000
http://snomed.info/id/304941002	http://purl.org/sig/ont/fma/fma321697	=	1.0000
http://snomed.info/id/115567004	http://purl.org/sig/ont/fma/fma70977	=	1.0000
http://snomed.info/id/280641006	http://purl.org/sig/ont/fma/fma0327422	=	1.0000
http://snomed.info/id/33956004	http://purl.org/sig/ont/fma/fma83023	=	1.0000
http://snomed.info/id/45386002	http://purl.org/sig/ont/fma/fma82772	=	1.0000
http://snomed.info/id/279701008	http://purl.org/sig/ont/fma/fma0327318	=	1.0000
http://snomed.info/id/38997009	http://purl.org/sig/ont/fma/fma0326108	=	1.0000
http://snomed.info/id/83321009	http://purl.org/sig/ont/fma/fma83541	=	1.0000
http://snomed.info/id/5932006	http://purl.org/sig/ont/fma/fma82751	=	1.0000
http://snomed.info/id/361529008	http://purl.org/sig/ont/fma/fma0326182	=	1.0000
http://snomed.info/id/75801009	http://purl.org/sig/ont/fma/fma0326858	=	1.0000
http://snomed.info/id/52884007	http://purl.org/sig/ont/fma/fma54592	=	1.0000
http://snomed.info/id/314151006	http://purl.org/sig/ont/fma/fma0327491	=	1.0000
http://snomed.info/id/305062007	http://purl.org/sig/ont/fma/fma43745	=	1.0000
http://snomed.info/id/80578004	http://purl.org/sig/ont/fma/fma0326850	=	1.0000
http://snomed.info/id/281392002	http://purl.org/sig/ont/fma/fma322130	=	1.0000
http://snomed.info/id/279985007	http://purl.org/sig/ont/fma/fma322140	=	1.0000
http://snomed.info/id/245304004	http://purl.org/sig/ont/fma/fma71823	=	1.0000
http://snomed.info/id/45201007	http://purl.org/sig/ont/fma/fma0325984	=	1.0000
http://snomed.info/id/427256000	http://purl.org/sig/ont/fma/fma49992	=	1.0000
http://snomed.info/id/361530003	http://purl.org/sig/ont/fma/fma0326183	=	1.0000
http://snomed.info/id/279198004	http://purl.org/sig/ont/fma/fma242193	=	1.0000
http://snomed.info/id/304946007	http://purl.org/sig/ont/fma/fma321711	=	1.0000
http://snomed.info/id/280598007	http://purl.org/sig/ont/fma/fma0327416	=	1.0000
http://snomed.info/id/245077002	http://purl.org/sig/ont/fma/fma47875	=	1.0000
http://snomed.info/id/182450005	http://purl.org/sig/ont/fma/fma44638	=	1.0000
http://snomed.info/id/277724007	http://purl.org/sig/ont/fma/fma0327245	=	1.0000
http://snomed.info/id/112115002	http://purl.org/sig/ont/fma/fma74647	=	1.0000
http://snomed.info/id/72257001	http://purl.org/sig/ont/fma/fma0325905	=	1.0000
http://snomed.info/id/263332001	http://purl.org/sig/ont/fma/fma10198	=	1.0000
http://snomed.info/id/244026002	http://purl.org/sig/ont/fma/fma0323738	=	1.0000
http://snomed.info/id/264235009	http://purl.org/sig/ont/fma/fma0327231	=	1.0000
http://snomed.info/id/280049009	http://purl.org/sig/ont/fma/fma322135	=	1.0000
http://snomed.info/id/27604002	http://purl.org/sig/ont/fma/fma84190	=	1.0000
http://snomed.info/id/24065009	http://purl.org/sig/ont/fma/fma0327062	=	1.0000
http://snomed.info/id/818994004	http://purl.org/sig/ont/fma/fma19841	=	1.0000
http://snomed.info/id/314299003	http://purl.org/sig/ont/fma/fma66313	=	1.0000
http://snomed.info/id/279141006	http://purl.org/sig/ont/fma/fma61217	=	1.0000
http://snomed.info/id/110496004	http://purl.org/sig/ont/fma/fma322603	=	1.0000
http://snomed.info/id/47325000	http://purl.org/sig/ont/fma/fma69236	=	1.0000
http://snomed.info/id/263980006	http://purl.org/sig/ont/fma/fma0327199	=	1.0000
http://snomed.info/id/13515001	http://purl.org/sig/ont/fma/fma15845	=	1.0000
http://snomed.info/id/50421000	http://purl.org/sig/ont/fma/fma0326468	=	1.0000
http://snomed.info/id/53945006	http://purl.org/sig/ont/fma/fma83553	=	1.0000
http://snomed.info/id/361629000	http://purl.org/sig/ont/fma/fma4733	=	1.0000
http://snomed.info/id/244072003	http://purl.org/sig/ont/fma/fma322335	=	1.0000
http://snomed.info/id/51305002	http://purl.org/sig/ont/fma/fma67128	=	1.0000
http://snomed.info/id/112133008	http://purl.org/sig/ont/fma/fma62871	=	1.0000
http://snomed.info/id/280346006	http://purl.org/sig/ont/fma/fma16420	=	1.0000
http://snomed.info/id/263979008	http://purl.org/sig/ont/fma/fma27980	=	1.0000
http://snomed.info/id/49405007	http://purl.org/sig/ont/fma/fma58749	=	1.0000
http://snomed.info/id/31627007	http://purl.org/sig/ont/fma/fma61803	=	1.0000
http://snomed.info/id/102683006	http://purl.org/sig/ont/fma/fma62340	=	1.0000
http://snomed.info/id/18128003	http://purl.org/sig/ont/fma/fma63024	=	1.0000
http://snomed.info/id/361521006	http://purl.org/sig/ont/fma/fma0327596	=	1.0000
http://snomed.info/id/304938006	http://purl.org/sig/ont/fma/fma0326799	=	1.0000
http://snomed.info/id/4546008	http://purl.org/sig/ont/fma/fma82771	=	1.0000
http://snomed.info/id/360967008	http://purl.org/sig/ont/fma/fma0326301	=	1.0000
http://snomed.info/id/127887009	http://purl.org/sig/ont/fma/fma0323552	=	1.0000
http://snomed.info/id/31979005	http://purl.org/sig/ont/fma/fma82738	=	1.0000
http://snomed.info/id/280881001	http://purl.org/sig/ont/fma/fma0327450	=	1.0000
http://snomed.info/id/53875002	http://purl.org/sig/ont/fma/fma62101	=	1.0000
http://snomed.info/id/47822008	http://purl.org/sig/ont/fma/fma7646	=	1.0000
http://snomed.info/id/420190000	http://purl.org/sig/ont/fma/fma0326454	=	1.0000
http://snomed.info/id/280386003	http://purl.org/sig/ont/fma/fma55265	=	1.0000
http://snomed.info/id/279545005	http://purl.org/sig/ont/fma/fma55403	=	1.0000
http://snomed.info/id/279704000	http://purl.org/sig/ont/fma/fma0327319	=	1.0000
http://snomed.info/id/116829001	http://purl.org/sig/ont/fma/fma0326123	=	1.0000
http://snomed.info/id/304961008	http://purl.org/sig/ont/fma/fma321705	=	1.0000
http://snomed.info/id/280888007	http://purl.org/sig/ont/fma/fma49154	=	1.0000
http://snomed.info/id/127895008	http://purl.org/sig/ont/fma/fma0323560	=	1.0000
http://snomed.info/id/80554009	http://purl.org/sig/ont/fma/fma0326463	=	1.0000
http://snomed.info/id/280054000	http://purl.org/sig/ont/fma/fma0327346	=	1.0000
http://snomed.info/id/47220008	http://purl.org/sig/ont/fma/fma54527	=	1.0000
http://snomed.info/id/245052003	http://purl.org/sig/ont/fma/fma54053	=	1.0000
http://snomed.info/id/280082007	http://purl.org/sig/ont/fma/fma37325	=	1.0000
http://snomed.info/id/314713002	http://purl.org/sig/ont/fma/fma0327503	=	1.0000
http://snomed.info/id/280293002	http://purl.org/sig/ont/fma/fma53490	=	1.0000
http://snomed.info/id/280533000	http://purl.org/sig/ont/fma/fma6261	=	1.0000
http://snomed.info/id/373097002	http://purl.org/sig/ont/fma/fma0326209	=	1.0000
http://snomed.info/id/279714009	http://purl.org/sig/ont/fma/fma0327320	=	1.0000
http://snomed.info/id/33292006	http://purl.org/sig/ont/fma/fma0326094	=	1.0000
http://snomed.info/id/244558004	http://purl.org/sig/ont/fma/fma35213	=	1.0000
http://snomed.info/id/279580009	http://purl.org/sig/ont/fma/fma0327299	=	1.0000
http://snomed.info/id/280835001	http://purl.org/sig/ont/fma/fma24826	=	1.0000
http://snomed.info/id/282047003	http://purl.org/sig/ont/fma/fma321572	=	1.0000
http://snomed.info/id/279699008	http://purl.org/sig/ont/fma/fma0327316	=	1.0000
http://snomed.info/id/3771001	http://purl.org/sig/ont/fma/fma67378	=	1.0000
http://snomed.info/id/105583006	http://purl.org/sig/ont/fma/fma67718	=	1.0000
http://snomed.info/id/360821009	http://purl.org/sig/ont/fma/fma17759	=	1.0000
http://snomed.info/id/245460006	http://purl.org/sig/ont/fma/fma0323690	=	1.0000
http://snomed.info/id/360901007	http://purl.org/sig/ont/fma/fma302253	=	1.0000
http://snomed.info/id/281228008	http://purl.org/sig/ont/fma/fma24293	=	1.0000
http://snomed.info/id/44735001	http://purl.org/sig/ont/fma/fma14664	=	1.0000
http://snomed.info/id/255554000	http://purl.org/sig/ont/fma/fma74535	=	1.0000
http://snomed.info/id/279392005	http://purl.org/sig/ont/fma/fma0327270	=	1.0000
http://snomed.info/id/84227004	http://purl.org/sig/ont/fma/fma83504	=	1.0000
http://snomed.info/id/361607004	http://purl.org/sig/ont/fma/fma10656	=	1.0000
http://snomed.info/id/110695006	http://purl.org/sig/ont/fma/fma44793	=	1.0000
http://snomed.info/id/55460000	http://purl.org/sig/ont/fma/fma63920	=	1.0000
http://snomed.info/id/245486001	http://purl.org/sig/ont/fma/fma224876	=	1.0000
http://snomed.info/id/304957002	http://purl.org/sig/ont/fma/fma321703	=	1.0000
http://snomed.info/id/314722001	http://purl.org/sig/ont/fma/fma322013	=	1.0000
http://snomed.info/id/245072008	http://purl.org/sig/ont/fma/fma0323721	=	1.0000
